Rating,button top right,field top right,heading top right,iframe top right,image top right,label top right,link top right,text top right,button top left,field top left,heading top left,iframe top left,image top left,label top left,link top left,text top left,button bot left,field bot left,heading bot left,iframe bot left,image bot left,label bot left,link bot left,text bot left,button bot right,field bot right,heading bot right,iframe bot right,image bot right,label bot right,link bot right,text bot right
1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,1,4
1,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,1,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,3,1,0,1,1,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,2,0,10,1,0,0,1,0,9,0
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,11,1,0,0,0,0,5,0
1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,1,5,1,0,0,3,0,0,0
1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,2,2,0,1,0,6,1
1,0,0,1,0,5,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,6,2,2,2,1,0,3,0,3,0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,2,0,2,0,0,0,3,1,0,0,2,0,9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,13,3
1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,10,7,1,1,1,0,0,0,9,2
1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
1,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,2,0,0,3
1,5,0,0,0,2,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,4,0,1,0,4,0,0,0
1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,1,0,9,0,0,0
1,0,0,2,0,4,0,0,1,0,0,1,0,2,0,0,2,2,0,1,0,2,0,0,1,8,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,7
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,4,0,0,1,0,0,0
1,2,0,0,0,2,0,6,1,1,0,2,0,1,0,0,0,3,0,1,0,0,0,0,1,2,1,0,0,3,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,3,1,0,0,0,0,4,0
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2,2,0,1,0,4,0,1,3,8,1,1,0,4,0,8,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,2,2,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,2,0,3,0
1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,0,1,0,1,0,0,1
1,0,0,2,0,2,0,0,0,0,0,1,0,3,0,0,1,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0
1,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,0,1,0,3,0,1,0,2,0,0,1
1,0,0,3,0,1,0,0,1,0,0,3,0,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,5,1,0,0,2,0,0,0
1,0,0,0,0,0,0,11,5,0,0,0,0,0,0,2,3,1,0,1,0,0,0,5,0,10,1,0,0,1,0,2,1
1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,1,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0
1,1,0,0,0,3,0,0,0,0,0,1,0,6,0,0,1,0,1,0,0,2,0,0,0,3,1,0,0,5,0,2,5
1,0,0,4,0,5,0,0,0,0,0,1,0,2,0,1,1,9,0,3,0,0,0,0,0,1,1,3,0,1,0,0,0
1,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,1,3,0,1,0,0,1
1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,1,0,8,1,0,0,2,0,3,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,12,1,0,0,2,0,4,0
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,0,8,0,2,0,2,0,0,1,2,2,4,0,2,0,3,4
1,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,4,4,0,0,0,1,0,0,4
1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,1,0,0,0,2,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,2,0,3,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,2,0,0,0
1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,3,3,0,1,0,2,1
1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
1,3,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,1
1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,5,1,4,1,1,0,0,0,10,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,8,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,5,0,0,1
1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,5,1,0,0,1,0,0,0
1,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,3,5,0,2,0,0,0,8,1,7,1,0,0,1,0,6,0
1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
1,0,0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0
1,0,0,1,0,2,0,1,2,0,0,2,0,1,0,0,0,5,1,0,1,1,0,0,0,6,0,2,1,3,0,2,1
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1
1,0,0,3,0,2,0,1,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,2,1,1,0,3,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,1,4,1,1,0,0,0,0,1
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
1,0,0,1,0,3,0,0,0,0,0,4,0,1,0,0,0,7,0,0,0,1,0,1,0,8,1,1,1,2,0,10,3
1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,1,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1
1,0,0,1,0,1,0,4,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0
1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
1,1,0,0,0,0,0,2,1,3,0,0,0,1,0,1,1,1,0,1,0,2,0,2,2,1,1,1,0,4,0,1,6
1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,3,1,1,0,1,0,1,1
1,0,0,1,0,1,0,0,7,0,0,1,0,2,0,0,0,2,0,1,0,1,0,0,6,5,1,2,0,2,0,0,6
1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0
1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2,1,0,5,0,0,1,0,0,5,1,0,1,0,2,0,2,3
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,3,0,10,1,3,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,4,3
1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0
1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,6,0,5,0,1,0,0,0,0,1,3,0,3,0,2,0
1,0,0,0,0,1,0,1,1,2,1,1,0,0,0,3,0,2,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1
1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,10,0,1,1,0,0,1,0
1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0
1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,1,3,0,0,1,1,0,0,1,3,3,3,0,4,0,1,4
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,3
1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,3,0,1,0,0,0,1,2
1,0,0,2,0,4,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,3,0,1,0,0,0,0,1,4
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,1,0,1,2,2,0,1,0,0,0,0,1,3,1,2,0,3,0,1,0,0,0,3,1,1,0,0,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,1,0,0,4
1,0,0,3,0,4,0,1,0,5,0,0,0,0,0,1,0,9,0,1,0,1,0,0,2,1,1,3,0,6,0,4,8
1,0,0,1,0,3,0,3,6,0,0,0,0,3,0,3,6,0,0,1,0,3,0,1,1,3,1,5,1,1,0,0,2
1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,6,0,0,1,0,0,0,0,9,1,0,0,1,0,1,0
1,2,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,3,0,1,0,1,0,1,3,5,0,4,0,2,0,1,2
1,0,0,3,1,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,6,1,0,1,1,0,2,0
1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,7,2,1,0,0,0,1,1
1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1
1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,3,4,0,0,0,0,0,4,4
1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,2,2,0,4,0,0,0,2,0
1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,12,0,1,0,1,0,0,0,9,0,3,0,1,0,0,2
1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,4,1,0,1,5,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,0,2,2,0,0,0,0,0,0
1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,4,0,2,0,1,0,0,2,1,0,1,0,5,0,3,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,5,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1,0,0,1,0,1,0,1,1,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,0,0,1,1
1,2,0,0,0,1,0,1,8,1,0,0,0,2,0,1,3,1,0,1,0,2,0,4,0,2,0,2,0,3,0,3,3
1,1,0,2,0,1,0,4,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,1,0,2,0,2,1
1,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0
1,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,2,5,0,1,0,0,0,0,2,3,1,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,1,2,0,0,0,0,3,0,0,0
1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,6,1,1,0,1,0,3,0
1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,6,0,1,1,0,1,0,0,6,0
1,2,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,1,2,1,0,0,0,2,7,3,3,0,0,0,0,1,0
1,1,0,1,0,3,0,0,1,0,0,1,0,2,0,0,0,4,0,2,0,0,0,1,0,10,0,3,0,1,0,1,5
1,0,0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,11,1,1,0,3,0,0,2
1,2,0,1,0,3,0,2,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,1,9,1,0,0,0,0,2,0
1,3,0,1,0,5,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,6,1,0,0,0,0,0,2
1,4,0,1,0,4,0,3,2,1,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,7,1,2,0,2,0,1,2
1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,4,3,0,0,0,0,0,1
1,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,5,0,0,0,2,0,0,0,6,0,1,0,1,0,2,1
1,0,0,0,0,1,0,7,0,0,0,1,0,1,0,2,0,0,0,2,0,3,0,3,0,0,0,2,0,4,0,16,1
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,8,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,13,4
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,5,1
0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,2,0,0,0,0,1,0,7,2
